Brand,Price,Condition,Currency
Academie,55.64,new,USD
Academie,44.12,new,USD
MUCK BOOTS,114.31,new,USD
Golden Retriever Footwear,99.99,new,USD
INC,17.54,New with tags,USD
Nike,109.99,new,USD
Stafford,30.00,new,USD
Adidas,64.99,New without box,USD
Harley-Davidson,18.86,New,USD
adidas,65.00,New without box,USD
adidas,166.80,New with box,USD
Unbranded,1134.99,New with tags,USD
Unbranded,34.99,New with tags,USD
Nike,129.90,new,USD
Reebok,100.00,new,USD
Nike,60.00,new,USD
Hi-Tec,89.99,new,USD
Jordan,130.00,new,USD
Nike,59.99,New with box,USD
Nike,69.00,New without box,USD
Nike,79.99,New without box,USD
Nike,84.97,New with box,USD
Swear London,240.00,new,USD
Fitflop,150.00,new,USD
Nike,56.90,new,USD
Nike,110.00,new,USD
Polo Ralph Lauren,17.49,New with tags,USD
New Balance,35.95,New with box,USD
MUK LUKS,85.00,new,USD
MUK LUKS,58.00,new,USD
Tin Haul,314.99,new,USD
Eastland,80.00,new,USD
"Handmade""""",60.00,New with tags,USD
Bradley Cradwell Inc,18.61,new,USD
Bradley Cradwell Inc,26.39,new,USD
ONGUARD,34.98,new,USD
ONGUARD,34.46,new,USD
ONGUARD,57.59,new,USD
ONGUARD,61.50,new,USD
Jordan,95.00,new,USD
SILVERHOOKS,39.99,new,USD
Unbranded/Generic,9.32,New without tags,USD
Stacy Adams,60.00,new,USD
Merrell,80.93,new,USD
PUMA,41.99,new,USD
Tesh,90.00,new,USD
Danner,79.99,new,USD
TOMS,80.00,new,USD
Adidas Crazy1 Kobe BB shoes,59.99,New with box,USD
Robert Graham,258.00,new,USD
Nike,34.95,New without box,USD
Nike,36.65,New without box,USD
Nike,47.97,New without box,USD
Ferrini,216.00,new,USD
Fila,64.95,new,USD
Fila,61.70,new,USD
Nike,120.00,New with box,USD
Dolce Gabbana,114.95,New with tags,USD
Dolce Gabbana,95.00,New with tags,USD
Dolce Gabbana,197.00,New with tags,USD
Genuine Dickies,69.78,new,USD
Genuine Dickies,69.78,new,USD
Genuine Dickies,69.78,new,USD
Muck,104.20,new,USD
Stacy Adams,90.00,new,USD
Helly Hansen,107.95,new,USD
Tempur-Pedic,64.95,new,USD
Born,145.00,new,USD
Georgia Boot,162.39,new,USD
Reebok,49.99,New with box,USD
Nike,49.99,New without box,USD
Ralph Lauren,950.00,New,USD
Unbranded,119.99,New with tags,USD
Dan Post Boots,299.95,new,USD
Kenneth Cole Reaction,110.00,new,USD
SKECHERS,39.99,new,USD
HUGO BOSS,265.00,New with tags,USD
PUMA,75.00,new,USD
Unbranded,16.47,new,USD
Mezlan,454.95,new,USD
Keuka SureGrip,69.98,new,USD
Woolrich,300.00,new,USD
Isotoner,21.99,new,USD
Marvel,25.00,New with tags,USD
adidas,29.99,New with box,USD
Alexanders,25.47,new,USD
CARHARTT,30.00,New with tags,USD
Nike,299.99,New without box,USD
Aldo,150.00,new,USD
Nike,142.90,new,USD
Timberland Pro,150.00,new,USD
Timberland Pro,195.00,new,USD
Converse,52.99,new,USD
Palladium,64.95,new,USD
VANS,65.00,new,USD
PUMA SAFETY SHOES,94.00,new,USD
Stetson,332.99,new,USD
Unbranded,42.09,New with tags,USD
Swear,240.00,new,USD
TSUBO,185.00,new,USD
NIKE,53.88,New with box,USD
Polo Ralph Lauren,99.95,new,USD
VANS,64.99,new,USD
PUMA,65.00,new,USD
Jordan,69.99,New with box,USD
Nike,89.90,new,USD
Crocs,39.99,new,USD
Crocs,39.15,new,USD
Comfy Feet,19.95,new,USD
Breckelle's,65.99,new,USD
Adolfo,29.95,New with box,USD
NORCROSS SAFETY,74.38,new,USD
New Balance,114.99,new,USD
VANS,57.00,new,USD
Townforst,39.95,new,USD
Townforst,51.94,new,USD
Forever Collectibles,29.99,new,USD
Nike,88.71,New with box,USD
Unbranded/Generic,20.99,new,USD
Kenneth Cole NY,148.00,new,USD
Stafford,90.00,new,USD
Rocky,209.99,new,USD
RAVEN FIGHTWEAR,49.99,New with tags,USD
Callaway,99.99,new,USD
Rapid Dominance,34.28,new,USD
TINGLEY RUBBER,19.99,new,USD
TINGLEY RUBBER,27.79,new,USD
TINGLEY RUBBER,26.60,new,USD
TINGLEY RUBBER,31.25,new,USD
Keuka SureGrip,99.98,new,USD
TOMS,97.99,new,USD
Nike,15.00,New with tags,USD
Ogio,129.00,new,USD
New Balance,154.34,new,USD
New Balance,76.95,New,USD
Chinook Technical Outdoor,59.27,new,USD
Chinook Technical Outdoor,58.31,new,USD
Chinook Technical Outdoor,63.94,new,USD
Reebok,58.99,new,USD
California Costumes,46.62,new,USD
California Costumes,18.04,New with tags,USD
California Costumes,18.72,New with tags,USD
California Costumes,33.98,new,USD
California Costumes,40.65,new,USD
Reebok,55.95,new,USD
Quiksilver,24.00,new,USD
PUMA,100.00,new,USD
TRETORN,65.00,new,USD
K-swiss,34.99,new,USD
TOMS,50.00,new,USD
New Balance,349.00,new,USD
Reebok,49.33,new,USD
Reebok,60.00,new,USD
Herman Survivors,69.78,new,USD
ATB,5.99,New with tags,USD
Muck,199.99,New with box,USD
BLACKHAWK!,99.99,new,USD
Bzees,55.17,new,USD
Justin Boots,109.99,new,USD
Justin Boots,215.00,new,USD
PUMA,41.99,new,USD
PUMA,100.00,new,USD
Timberland,125.00,new,USD
Nike,75.55,new,USD
Adidas,89.99,New with box,USD
VANS,32.99,new,USD
PUMA,110.00,new,USD
Dan Post,192.00,new,USD
GANESHA HANDICRAFT,40.00,New without tags,USD
1031,44.51,new,USD
Kenneth Cole Reaction,5.50,New with tags,USD
DOCKERS,19.99,New with tags,USD
Nike,45.00,New without box,USD
Nike,50.00,New without box,USD
Adidas,1250.00,New with box,USD
Rocky,157.32,new,USD
Bed Stu,245.00,new,USD
Rocky,139.99,new,USD
Corneliani,400.00,New with tags,USD
Jordan,49.99,new,USD
MuckBoot,179.95,new,USD
MuckBoot,179.95,new,USD
PUMA,64.90,new,USD
Nike,49.95,New with tags,USD
Mercanti Fiorentini,139.00,new,USD
C1rca,26.99,new,USD
Unlisted Kenneth Cole,59.98,new,USD
VENUM,69.99,New with tags,USD
VANS,65.00,new,USD
Sorel,100.00,new,USD
Sorel,84.99,new,USD
Nike,62.00,New with box,USD
Augusta Sportswear,30.41,New with tags,USD
Kenneth Cole Reaction,120.00,new,USD
Clarks,140.00,new,USD
Invicta,194.99,New with tags,USD
Invicta,208.76,New with tags,USD
Invicta,216.32,New with tags,USD
Portwest,33.52,new,USD
Nike,94.99,New with box,USD
CCILU,100.00,new,USD
New Balance,110.00,new,USD
Gold Toe,24.99,new,USD
Nike,179.00,new,USD
Nike,250.00,new,USD
Nike,184.95,new,USD
TOMS,107.96,new,USD
Golden Retriever Footwear,79.99,new,USD
Vans Footwear,49.95,new,USD
Wolverine,109.75,new,USD
VIONIC BY ORTHAHEEL,119.95,new,USD
Belvedere,198.95,new,USD
Van's,39.99,New with box,USD
Nike,82.99,New with box,USD
ONGUARD,89.36,new,USD
Nike,39.95,New with box,USD
Polo Ralph Lauren,19.62,New with tags,USD
Guinness,19.94,new,USD
Guinness,36.95,new,USD
K-Swiss,35.00,New with box,USD
COSMAS JAVA,169.43,new,USD
Brahma,49.76,new,USD
Brahma,49.76,new,USD
under armour,159.99,New with box,USD
under armour,174.99,New with box,USD
Gameday Boots,139.00,new,USD
VALUE BRAND,26.84,new,USD
Nike,89.50,new,USD
Great Northern,16.99,new,USD
PUMA,59.99,New with box,USD
Daxx,24.99,new,USD
Puma,42.99,New with box,USD
ASICS,52.95,new,USD
TONY LAMA BOOT CO.,197.88,new,USD
VANS,33.25,new,USD
Muck,133.96,new,USD
PleaserUSA,34.99,new,USD
Reebok,64.99,new,USD
Wrangler,26.99,New with tags,USD
Dr. Martens,114.95,New,USD
Dr. Martens,119.99,new,USD
Dr. Martens,114.95,new,USD
ONGUARD,28.57,new,USD
ONGUARD,26.97,new,USD
Stacy Adams,60.00,new,USD
VANS,52.74,new,USD
VANS,55.00,new,USD
SKECHERS,76.66,new,USD
Stacy Adams,80.00,new,USD
Wrangler Riggs,19.95,New with tags,USD
Gargoyles,76.76,New with tags,USD
Gameday Boots,259.99,new,USD
Gameday Boots,119.00,new,USD
Tommy Hilfiger,90.00,new,USD
Caterpillar,180.00,new,USD
Danner,129.99,new,USD
FORUM NOVELTIES,39.99,New with tags,USD
TOMS,19.20,new,USD
Nike,66.50,new,USD
Nike,61.70,new,USD
Under Armour,79.99,new,USD
KC CAPS,11.99,New with tags,USD
Nike,39.99,New with box,USD
Tod's,450.00,new,USD
Avia,15.99,New without box,USD
Ozark Trail,17.98,new,USD
Faded Glory,19.92,new,USD
Faded Glory,19.92,new,USD
Faded Glory,19.92,new,USD
Alpine Swiss,87.50,new,USD
Reebok,64.99,new,USD
batman,15.00,New without box,USD
Propper,109.99,new,USD
Adidas Crazy 8 NY Knicks,59.99,New with box,USD
New Balance,65.00,new,USD
New Balance,79.99,new,USD
New Balance,79.99,new,USD
Under Armour,65.37,new,USD
VANS,49.95,New with box,USD
Slippers International,55.00,new,USD
Nike,550.00,new,USD
Nike,165.00,new,USD
Nike,198.98,New with box,USD
Rubie's Costumes,55.88,new,USD
Rubie's Costumes,34.99,New with tags,USD
Nike,44.95,New with box,USD
Nike,49.95,New with box,USD
Nike,49.95,New with box,USD
Nike,29.96,New with box,USD
Trevco,18.96,new,USD
Calvin Klein,130.00,new,USD
Nike,84.12,New with box,USD
JACK SPADE,345.28,New with tags,USD
Fila,61.70,new,USD
Propper,119.99,new,USD
adidas,69.45,New without box,USD
adidas,99.95,New without box,USD
Nike,280.00,New with box,USD
Fila,64.95,new,USD
Fila,61.70,new,USD
Mephisto,415.00,New with box,USD
SKECHERS,80.75,new,USD
Jordan,100.00,new,USD
Jordan,93.44,new,USD
Mark Nason,185.00,new,USD
Mark Nason,54.98,new,USD
PUMA,31.96,new,USD
Covona,6.95,New with tags,USD
Nike,94.99,New with box,USD
Nike,4.25,New with tags,USD
Nike,1.29,New with tags,USD
Nike,3.25,New with tags,USD
Nike,8.99,New with tags,USD
ONGUARD,47.10,new,USD
Crocs,39.99,new,USD
Genuine Grip,86.38,new,USD
Genuine Grip,85.10,new,USD
Dragon,23.10,New with tags,USD
Nike,29.99,New without box,USD
Old Friend,80.00,new,USD
Ermenegildo Zegna,495.00,new,USD
Converse,59.95,new,USD
Portwest,61.92,new,USD
LaCrosse Footwear,169.95,new,USD
SKECHERS,75.00,new,USD
Nike,225.00,new,USD
Nike,190.00,new,USD
Serengeti,135.99,New with tags,USD
Serengeti,138.26,New with tags,USD
Clarks,79.95,new,USD
VANS,60.00,new,USD
VANS,65.00,new,USD
HUF,27.99,new,USD
HUF,34.99,new,USD
JUSTIN ORIGINAL WORKBOOTS,126.83,new,USD
JUSTIN ORIGINAL WORKBOOTS,124.95,new,USD
Nike,60.29,new,USD
Converse,80.51,new,USD
Reebok,50.95,new,USD
PUMA,52.99,new,USD
Kenneth Cole Reaction,24.68,New with tags,USD
Converse,45.00,new,USD
SCOTT JAMES,35.00,New with tags,USD
Wings + Horns,79.51,New with tags,USD
Nike,89.99,New with box,USD
adidas,22.85,New without box,USD
Sebago,94.95,new,USD
Jordan,144.95,new,USD
Bates,30.00,New with box,USD
VANS,29.99,New with box,USD
Puma,109.75,New with box,USD
Puma,105.75,New with box,USD
Kenneth Cole NY,138.00,new,USD
TOMS,54.00,new,USD
PUMA,79.90,new,USD
PUMA,91.00,new,USD
ALLEN EDMONDS,150.00,New with box,USD
Reebok,35.95,new,USD
Ariat,99.99,new,USD
Etnies,39.95,new,USD
NIKE,99.99,New with box,USD
"Leg Avenue, Inc.",60.00,new,USD
"Leg Avenue, Inc.",59.98,new,USD
"Leg Avenue, Inc.",59.95,new,USD
Nike,104.99,New with box,USD
Volcom,130.00,new,USD
Nike,65.00,new,USD
Reebok,59.90,new,USD
Caterpillar,89.95,new,USD
ONGUARD,64.19,new,USD
Puss N Boots,39.95,new,USD
Banded Gear,89.99,new,USD
Nike,59.45,New without box,USD
STC,99.95,new,USD
STC,101.45,new,USD
TIDING,109.00,New with tags,USD
Coach,115.00,New with tags,USD
HighWalkers,12.95,New with tags,USD
Donald J Pliner,625.00,new,USD
Handmade,45.00,New without tags,USD
Georgia Boot,192.84,new,USD
Georgia Boot,189.99,new,USD
handmade,35.00,New without tags,USD
TA Sandal,24.99,new,USD
Andrew Marc,76.99,new,USD
Andrew Marc,95.99,new,USD
Andrew Marc,178.00,new,USD
Tretorn,90.00,new,USD
HLC,77.92,New with tags,USD
STC,172.31,new,USD
Castle X Racewear,189.99,new,USD
Polo,47.00,new,USD
CLC,23.04,new,USD
CLC,28.29,new,USD
CLC,25.09,new,USD
CLC,29.59,new,USD
CLC,34.18,new,USD
CLC,26.93,new,USD
CLC,24.25,new,USD
Nike,115.00,new,USD
Wolverine,129.85,new,USD
Wolverine,194.95,New,USD
Red Wing,244.95,new,USD
VENUM,67.99,New with tags,USD
VENUM,67.99,New with tags,USD
Jordan,449.99,New with box,USD
Jordan,306.00,New with box,USD
Nike,39.99,New with tags,USD
NCAA,29.99,new,USD
ONGUARD,21.46,new,USD
ONGUARD,22.02,new,USD
ONGUARD,21.46,New,USD
ONGUARD,43.10,New,USD
DREW,100.00,New with box,USD
New Balance,65.00,new,USD
VALUE BRAND,16.26,new,USD
PUMA,70.00,new,USD
PUMA,89.99,new,USD
Patrick Ewing,53.00,New with box,USD
Patrick Ewing,91.00,New with box,USD
Nike,149.99,New with box,USD
Reef Footwear,54.99,new,USD
Natural World,44.99,new,USD
RENAISSANC,19.95,new,USD
Converse,35.00,new,USD
Rugged Shark,79.95,new,USD
Rugged Shark,79.95,new,USD
Caterpillar,159.95,new,USD
Gucci,264.00,new,USD
Gucci,209.70,New with tags,USD
Gucci,233.00,New with tags,USD
Gucci,225.00,New with tags,USD
Servus,59.00,New with box,USD
Sonoma,25.00,New with tags,USD
Nike,69.99,New with box,USD
Polo Ralph Lauren,22.49,New with tags,USD
Touch Ups,49.36,new,USD
Touch Ups,64.81,new,USD
Touch Ups,63.76,new,USD
Viking,70.72,new,USD
Grenade,47.45,new,USD
Kenneth Cole,109.95,new,USD
Etnies,54.99,new,USD
MUK LUKS,26.00,new,USD
MUK LUKS,26.00,new,USD
PleaserUSA,41.74,new,USD
Josmo,51.99,new,USD
Crocs,30.23,new,USD
Crocs,30.31,new,USD
Adidas,55.00,New with box,USD
Kenneth Cole NY,160.00,new,USD
New Balance,64.99,new,USD
Timberland,159.95,new,USD
Nike,68.59,new,USD
The North Face,100.00,new,USD
Nike,259.99,New with box,USD
Nike,39.99,New with tags,USD
Nike,39.99,New with tags,USD
Dickies,59.90,new,USD
ASICS,116.95,New with box,USD
Nike,95.00,New with box,USD
Nike,58.99,New without box,USD
Reebok,69.99,new,USD
Morris Costumes,63.59,new,USD
PUMA,120.00,new,USD
Dr. Martens,75.00,new,USD
Aldo,110.00,new,USD
Propet,79.95,new,USD
Propet,82.95,new,USD
Propet,79.95,new,USD
Nike,149.99,New with box,USD
Josmo,51.99,new,USD
Keen,115.00,new,USD
Tommie Copper,3.37,New with tags,USD
Tommie Copper,4.27,New with tags,USD
Tommie Copper,6.50,New with tags,USD
Tommie Copper,0.99,New with tags,USD
Tommie Copper,4.32,New with tags,USD
Tommie Copper,3.50,New with tags,USD
Tommie Copper,1.29,New with tags,USD
Tommie Copper,4.33,New with tags,USD
Tommie Copper,2.55,New with tags,USD
Tommie Copper,1.85,New with tags,USD
Tommie Copper,3.93,New with tags,USD
Tommie Copper,10.50,New with tags,USD
Tommie Copper,4.14,New with tags,USD
Tommie Copper,3.25,New with tags,USD
Tommie Copper,5.81,New with tags,USD
Tommie Copper,3.75,New with tags,USD
Tommie Copper,2.25,New with tags,USD
PUMA,80.00,new,USD
Dearfoams,36.00,new,USD
Nike,184.99,new,USD
Reebok,50.95,new,USD
Georgia Boot,147.17,new,USD
Nike,79.99,New with box,USD
Carroll Leather,19.59,New with tags,USD
Georgia Boot,182.69,new,USD
Georgia Boot,199.95,New,USD
Nike,80.00,new,USD
MUK LUKS,49.97,new,USD
Nike,14.98,new,USD
Nike,9.98,new,USD
Andrew Stevens,39.99,new,USD
Rubie's Costumes,20.85,new,USD
Rubie's Costumes,23.48,New with tags,USD
Rubie's Costumes,20.85,new,USD
Rubie's Costumes,26.64,new,USD
Rubie's Costumes,27.75,new,USD
Rubie's Costumes,25.29,new,USD
Rubie's Costumes,19.65,new,USD
Incharacter,47.69,New with tags,USD
Rubie's Costumes,35.99,New with tags,USD
Rubie's Costumes,27.39,new,USD
Baffin,87.29,new,USD
Baffin,88.60,new,USD
Baffin,153.00,new,USD
Nike,100.00,new,USD
Kenneth Cole NY,110.00,new,USD
Rothco,46.99,New with tags,USD
Pikolinos,70.00,New with box,USD
Nike,140.00,new,USD
Nike,28.00,New with tags,USD
Nike,39.99,New with tags,USD
Mintcraft,26.59,new,USD
Mintcraft,24.89,new,USD
Mark Nason,110.00,new,USD
32north/Stabilicers,51.95,new,USD
32north/Stabilicers,49.95,new,USD
Minnetonka Men,83.95,new,USD
Puma,119.95,New with box,USD
Reebok,50.95,new,USD
adidas,89.99,New with box,USD
Nike,114.90,New with box,USD
Genuine Grip,86.38,new,USD
Deer Stags,60.00,new,USD
Ariat,299.95,new,USD
Dickies,41.85,New,USD
Dickies,51.34,New,USD
Dickies,51.36,New,USD
Forever Collectible,21.99,new,USD
Crocs,34.99,new,USD
Mephisto,370.00,new,USD
Frye,148.00,New with box,USD
Hawaiian Classics,40.00,new,USD
Silver Lilly,29.99,new,USD
Justin,79.99,New without box,USD
Cushe,10.99,new,USD
AIR BALANCE,27.00,new,USD
PUMA,80.00,new,USD
Nike,200.00,new,USD
Wood N Stream,169.99,new,USD
Vision Street Wear,65.00,new,USD
PUMA,60.00,new,USD
Nike,105.49,new,USD
New Balance,70.00,new,USD
PUMA,70.00,new,USD
Benefit Wear,19.99,new,USD
Reebok,59.95,New with box,USD
Crevo,49.95,new,USD
Reebok,45.95,new,USD
Propet,63.95,new,USD
Propet,63.95,new,USD
NUNN BUSH,38.00,New with box,USD
Kenneth Cole NY,148.00,new,USD
Maui Jim,159.00,New with tags,USD
Maui Jim,176.99,New with tags,USD
Maui Jim,159.00,New with tags,USD
Reebok,50.30,new,USD
Stacy Adams,60.00,new,USD
Alpinestars,96.98,new,USD
Nike,117.99,New with box,USD
Adtec,41.54,new,USD
Crocs,30.30,new,USD
Crocs,30.27,new,USD
N/A,14.99,new,USD
Born,100.00,new,USD
Jordan,100.00,new,USD
Bates,99.95,new,USD
RDX,39.99,New with tags,USD
New Balance,70.00,new,USD
New Balance,70.00,new,USD
New Balance,66.50,new,USD
New Balance,69.95,New,USD
Mizuno,76.00,New with box,USD
Alpine Swiss,94.50,new,USD
Justin,150.00,new,USD
Nike,100.00,new,USD
Lugz,88.00,new,USD
Beberlis,79.99,new,USD
TOMS,54.00,new,USD
Saucony,64.99,New with box,USD
Nike,95.99,New with box,USD
Tingley,14.77,new,USD
Tingley,14.44,new,USD
Ferrini,170.30,new,USD
Nike,59.99,New with box,USD
MUK LUKS,34.00,new,USD
Wrangler,31.95,New with tags,USD
Nike,279.00,new,USD
PUMA,70.00,new,USD
Kenneth Cole Reaction,118.00,new,USD
New Balance,85.75,new,USD
Unbranded,19.99,New with tags,USD
Reebok,45.95,new,USD
Pleaser Shoes,42.95,new,USD
Nike,18.99,New with tags,USD
LEVI STRAUSS & CO.,20.00,New with tags,USD
PUMA,75.00,new,USD
Guess,59.99,New with box,USD
SKECHERS,59.99,new,USD
Nike,219.00,New with box,USD
Dije California,15.99,new,USD
Cole Haan,248.00,new,USD
Converse,50.00,new,USD
VANS,33.06,new,USD
VANS,33.12,new,USD
VANS,33.21,new,USD
Puma,45.89,New with box,USD
TIMBERLAND PRO,115.00,new,USD
Portwest,62.10,new,USD
Bokos,20.55,new,USD
JAMBU,109.00,new,USD
Georgia Boot,192.84,new,USD
Georgia Boot,189.99,new,USD
Acacia,22.52,new,USD
VANS,75.00,new,USD
Nike,50.00,New with box,USD
Nike,49.50,New with box,USD
Unique Bargains,71.99,new,USD
Converse,55.00,new,USD
Dr. Martens,64.17,new,USD
Nike,250.00,New with box,USD
Generic Surplus,110.00,new,USD
361 Degrees,90.00,new,USD
Teva,17.86,new,USD
POLAROID,12.72,New with tags,USD
POLAROID,6.75,New with tags,USD
POLAROID,4.29,New with tags,USD
POLAROID,12.50,New with tags,USD
POLAROID,11.51,New with tags,USD
PUMA,70.00,new,USD
Avia,44.95,new,USD
Avia,28.99,new,USD
Original SWAT,99.99,new,USD
PUMA,110.00,new,USD
Funtasma,75.98,new,USD
Propet,65.96,new,USD
Propet,65.96,new,USD
Nike,34.95,New with box,USD
Nike,44.95,New with box,USD
Nike,34.95,New with box,USD
Vans,49.99,New with box,USD
Alessandro Monelli,50.00,new,USD
Wrangler,27.85,New with tags,USD
Original SWAT,119.99,new,USD
Wolverine Worldwide,128.02,new,USD
Wolverine Worldwide,129.73,new,USD
Unique Bargains,6.73,New with tags,USD
Unique Bargains,9.05,New with tags,USD
Unique Bargains,15.99,new,USD
Unique Bargains,13.99,new,USD
Unique Bargains,19.99,new,USD
Nike,65.00,new,USD
SCRUB ZONE,24.67,new,USD
Nu-Source,32.72,new,USD
Nu-Source,24.88,new,USD
PUMA,70.00,new,USD
Born,95.00,new,USD
Born,65.80,new,USD
NIKE,69.95,New with box,USD
Dr. Scholl's,70.00,new,USD
Nike,34.95,New with box,USD
Spiewak,21.52,New with tags,USD
Reebok,99.00,new,USD
Nike,79.99,New with box,USD
VANS,65.00,new,USD
Sorel,85.00,new,USD
Volley,50.00,new,USD
Belvedere,548.95,new,USD
teemzone,29.90,New with tags,USD
Mephisto,166.47,New with box,USD
Nike,85.00,New with box,USD
Nike,60.00,new,USD
Nike,57.00,new,USD
Starter,10.99,New with box,USD
Chaps,9.99,New with tags,USD
mizuno,107.00,New with box,USD
Levi's,19.50,New with tags,USD
Dr. Martens,135.00,new,USD
HideAways by L.B. Evans,50.00,new,USD
Keen,150.00,new,USD
VENUM,49.99,New with tags,USD
PUMA SAFETY SHOES,121.80,new,USD
Nike,80.31,new,USD
Isotoner,35.00,new,USD
PUMA,85.00,new,USD
Rocky,83.11,new,USD
Viking,168.95,new,USD
Genuine Grip,52.99,new,USD
Gertex,37.99,new,USD
Gertex,24.99,new,USD
VANS,55.00,new,USD
Lugz,70.00,new,USD
Nike,69.95,new,USD
Nike,68.95,new,USD
Lacoste,69.99,New with tags,USD
Dvs,59.00,new,USD
Quiksilver,32.00,new,USD
Viking,235.45,new,USD
Viking,269.75,new,USD
Rugged Shark,59.95,new,USD
Rainbow,50.00,new,USD
TOMS,55.00,new,USD
Aeromax,82.86,New with tags,USD
Aeromax,72.48,new,USD
Aeromax,109.99,new,USD
Aeromax,83.33,new,USD
Nike,52.89,New with box,USD
Adidas,84.50,New with box,USD
Madden,69.95,new,USD
Aldo,110.00,new,USD
PUMA,80.00,new,USD
LaCrosse,134.95,new,USD
SKECHERS,87.95,new,USD
SKECHERS,96.75,new,USD
Tasso Elba,5.78,New with tags,USD
VALUE BRAND,31.99,new,USD
VALUE BRAND,30.39,new,USD
MUK LUKS,36.00,new,USD
MUK LUKS,35.88,new,USD
MUK LUKS,36.00,new,USD
Tommy Hilfiger,140.00,new,USD
Complete Medical,13.55,new,USD
Nike,119.99,New with box,USD
Nike,98.95,new,USD
Lacoste,24.95,new,USD
Servus,20.68,new,USD
Servus,20.17,new,USD
Servus,26.91,new,USD
Servus,36.04,new,USD
VENUM,69.99,New with tags,USD
Converse,79.95,new,USD
elope,11.50,New with tags,USD
elope,20.49,New with tags,USD
elope,16.50,New with tags,USD
elope,7.59,New with tags,USD
elope,12.50,New with tags,USD
elope,16.66,New with tags,USD
elope,12.27,New with tags,USD
elope,23.98,new,USD
Dockers,22.99,new,USD
Converse,49.99,new,USD
Sperry,59.99,new,USD
Nike,249.90,New without box,USD
Nike,144.90,New without box,USD
Cole Haan,97.18,new,USD
Saucony,20.50,New with tags,USD
Saucony,7.50,New with tags,USD
Saucony,4.69,New with tags,USD
Saucony,7.55,New with tags,USD
Saucony,8.50,New with tags,USD
REACTOR,349.95,New,USD
PUMA,79.90,new,USD
Reebok,40.95,new,USD
Reebok,45.95,new,USD
VANS,55.00,new,USD
SERVUS BY HONEYWELL,77.54,new,USD
Adidas,29.99,New with box,USD
Sport Wrap,7.95,New with tags,USD
Adidas,39.95,New with box,USD
PUMA,79.90,new,USD
Jordan,119.99,new,USD
Jordan,130.01,new,USD
Jordan,128.00,new,USD
Nike,64.99,New without box,USD
ASICS,70.63,new,USD
ASICS,64.66,new,USD
ASICS,64.38,new,USD
ASICS,73.05,new,USD
Emporio Armani,256.00,new,USD
K-swiss,44.35,new,USD
Alpine Swiss,87.50,new,USD
VANS,51.97,new,USD
VANS,64.95,new,USD
Nike,85.00,new,USD
Nike,46.44,New without box,USD
PUMA,120.00,new,USD
Nike,84.95,new,USD
RAVEN FIGHTWEAR,49.99,New with tags,USD
Nike,29.99,New with box,USD
Nike,37.99,New with box,USD
Nike,59.45,New without box,USD
Calvin Klein Jeans,24.85,New without tags,USD
Dockers,19.54,new,USD
New Balance,38.99,New with box,USD
Reebok,99.99,new,USD
Baffin,40.24,new,USD
Sebago,39.99,New with box,USD
VANS,28.99,new,USD
SERVUS BY HONEYWELL,106.90,new,USD
Mizuno,95.00,new,USD
Rugged Blue,13.46,new,USD
Fun World,47.99,new,USD
Fun World,30.00,New with tags,USD
Fun World,19.19,new,USD
Fun World,31.13,new,USD
Fun World,30.99,New with tags,USD
Fun World,32.95,new,USD
Fun World,30.00,new,USD
Fun World,32.95,New with tags,USD
Fun World,29.95,New with tags,USD
Nike,325.00,new,USD
Rocky,71.99,New with box,USD
Coogi,19.99,New with box,USD
Stafford,120.00,new,USD
New Balance,39.99,new,USD
Unbranded,2.65,New,USD
New Balance,54.99,new,USD
JUSTIN ORIGINAL WORKBOOTS,167.43,new,USD
JUSTIN ORIGINAL WORKBOOTS,159.95,new,USD
JUSTIN ORIGINAL WORKBOOTS,164.95,new,USD
29 Porter Rd,50.00,new,USD
VANS,55.00,new,USD
Jordan,44.95,new,USD
K-swiss,90.00,new,USD
adidas,1295.00,new,USD
Acacia,22.52,new,USD
Tecs,8.91,new,USD
Giorgio Brutini,59.22,new,USD
Heaton,32.90,new,USD
PleaserUSA,51.27,new,USD
"Minnetonka Moccasin Company, Inc.",49.95,new,USD
Jordan,49.99,New with tags,USD
Kenneth Cole New Yor,120.00,new,USD
Nike,118.99,new,USD
Reebok,45.95,new,USD
PUMA,100.00,new,USD
Nike,109.23,new,USD
PUMA,125.00,new,USD
Jordan,100.02,new,USD
Daxx,29.99,new,USD
Crocs,33.47,new,USD
Wolverine,174.95,New,USD
Timberland,139.95,new,USD
Danner,199.95,new,USD
SKECHERS,68.58,new,USD
Portwest,37.43,new,USD
Tommy Hilfiger,140.00,new,USD
Converse,59.90,new,USD
Pajar,185.00,new,USD
Propet,94.95,new,USD
Extreme Storm,17.00,New with tags,USD
Nike,82.28,new,USD
Nike,82.84,new,USD
Nike,76.46,new,USD
Nike,85.00,new,USD
LaCrosse Footwear,135.00,new,USD
PUMA,60.00,new,USD
Converse,59.99,new,USD
Gameday Boots,139.00,new,USD
Grenade,44.45,new,USD
TINGLEY RUBBER,26.61,new,USD
TINGLEY RUBBER,14.87,new,USD
TINGLEY RUBBER,15.20,new,USD
Nike,192.45,new,USD
Alpine Swiss,87.50,new,USD
"PRIMESOURCE, INC.",23.40,new,USD
New Balance,66.45,new,USD
Marc Ecko Cut & Sew,120.00,new,USD
adidas,39.99,New with tags,USD
Ray Ban,160.00,new,USD
Ray Ban,93.37,New with tags,USD
